epoch,step,test_acc_epoch,test_acc_step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
0,49,,,,,,1.918818473815918,,,,
,0,,,,,,,,0.4609375,,1.6112087965011597
,1,,,,,,,,0.4296875,,1.6909147500991821
,2,,,,,,,,0.40625,,1.7040613889694214
,3,,,,,,,,0.453125,,1.5714693069458008
,4,,,,,,,,0.4921875,,1.6787827014923096
,5,,,,,,,,0.5546875,,1.5274673700332642
,6,,,,,,,,0.515625,,1.5144338607788086
,7,,,,,,,,0.4901960790157318,,1.5473631620407104
0,66,,,,,,,0.4741288423538208,,1.610457181930542,
0,66,,,,,1.9298094511032104,,,,,
1,99,,,,,,1.5534673929214478,,,,
,8,,,,,,,,0.4375,,1.752831220626831
,9,,,,,,,,0.34375,,1.8366451263427734
,10,,,,,,,,0.40625,,1.8016594648361206
,11,,,,,,,,0.4375,,1.6623926162719727
,12,,,,,,,,0.40625,,1.61513352394104
,13,,,,,,,,0.3828125,,1.7366812229156494
,14,,,,,,,,0.484375,,1.6209020614624023
,15,,,,,,,,0.47058823704719543,,1.5858455896377563
1,133,,,,,,,0.41710665822029114,,1.7109161615371704,
1,133,,,,,1.6537529230117798,,,,,
2,149,,,,,,1.5573307275772095,,,,
2,199,,,,,,1.5586931705474854,,,,
,16,,,,,,,,0.578125,,1.3849599361419678
,17,,,,,,,,0.515625,,1.5175907611846924
,18,,,,,,,,0.484375,,1.4550588130950928
,19,,,,,,,,0.59375,,1.307443380355835
,20,,,,,,,,0.4921875,,1.4431111812591553
,21,,,,,,,,0.578125,,1.312961459159851
,22,,,,,,,,0.578125,,1.3009686470031738
,23,,,,,,,,0.5490196347236633,,1.3808298110961914
2,200,,,,,,,0.5459345579147339,,1.3884377479553223,
2,200,,,,,1.568381428718567,,,,,
3,249,,,,,,1.2996854782104492,,,,
,24,,,,,,,,0.6015625,,1.3437678813934326
,25,,,,,,,,0.4921875,,1.5170599222183228
,26,,,,,,,,0.46875,,1.5904977321624756
,27,,,,,,,,0.578125,,1.2400550842285156
,28,,,,,,,,0.5,,1.5285041332244873
,29,,,,,,,,0.53125,,1.3729231357574463
,30,,,,,,,,0.5078125,,1.4307942390441895
,31,,,,,,,,0.5686274766921997,,1.40568208694458
3,267,,,,,,,0.5279831290245056,,1.4305288791656494,
3,267,,,,,1.451593279838562,,,,,
4,299,,,,,,1.435429573059082,,,,
,32,,,,,,,,0.5390625,,1.3636914491653442
,33,,,,,,,,0.4609375,,1.5069434642791748
,34,,,,,,,,0.5078125,,1.4623117446899414
,35,,,,,,,,0.5546875,,1.341517686843872
,36,,,,,,,,0.5703125,,1.3639695644378662
,37,,,,,,,,0.5703125,,1.3191910982131958
,38,,,,,,,,0.59375,,1.292728304862976
,39,,,,,,,,0.529411792755127,,1.361034631729126
4,334,,,,,,,0.5417106747627258,,1.3776746988296509,
4,334,,,,,1.3972176313400269,,,,,
5,349,,,,,,1.3671494722366333,,,,
5,399,,,,,,1.4465737342834473,,,,
,40,,,,,,,,0.578125,,1.3167098760604858
,41,,,,,,,,0.5625,,1.426626443862915
,42,,,,,,,,0.53125,,1.3925578594207764
,43,,,,,,,,0.546875,,1.449160099029541
,44,,,,,,,,0.5390625,,1.4158589839935303
,45,,,,,,,,0.5703125,,1.2732106447219849
,46,,,,,,,,0.6171875,,1.2731385231018066
,47,,,,,,,,0.5882353186607361,,1.396806001663208
5,401,,,,,,,0.564941942691803,,1.3656669855117798,
5,401,,,,,1.3345249891281128,,,,,
6,449,,,,,,1.3192734718322754,,,,
,48,,,,,,,,0.625,,1.2235138416290283
,49,,,,,,,,0.46875,,1.4976601600646973
,50,,,,,,,,0.5546875,,1.401688575744629
,51,,,,,,,,0.5703125,,1.3540897369384766
,52,,,,,,,,0.5859375,,1.364741325378418
,53,,,,,,,,0.5390625,,1.3344911336898804
,54,,,,,,,,0.5078125,,1.4148777723312378
,55,,,,,,,,0.529411792755127,,1.5508058071136475
6,468,,,,,,,0.5491024255752563,,1.3798807859420776,
6,468,,,,,1.2784485816955566,,,,,
7,499,,,,,,1.345470666885376,,,,
,56,,,,,,,,0.578125,,1.247257113456726
,57,,,,,,,,0.609375,,1.3174508810043335
,58,,,,,,,,0.5625,,1.3334298133850098
,59,,,,,,,,0.6484375,,1.0946121215820312
,60,,,,,,,,0.6171875,,1.2625125646591187
,61,,,,,,,,0.625,,1.22173011302948
,62,,,,,,,,0.5859375,,1.232088327407837
,63,,,,,,,,0.6666666865348816,,1.0403661727905273
