epoch,step,test_acc_epoch,test_acc_step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
0,49,,,,,,1.650141716003418,,,,
,0,,,,,,,,0.546875,,1.4804844856262207
,1,,,,,,,,0.4375,,1.6310474872589111
,2,,,,,,,,0.453125,,1.5851545333862305
,3,,,,,,,,0.484375,,1.4874250888824463
,4,,,,,,,,0.484375,,1.4993027448654175
,5,,,,,,,,0.5625,,1.4166204929351807
,6,,,,,,,,0.515625,,1.3898770809173584
,7,,,,,,,,0.529411792755127,,1.5547561645507812
0,66,,,,,,,0.4994720220565796,,1.5015853643417358,
0,66,,,,,1.8174196481704712,,,,,
1,99,,,,,,1.6987659931182861,,,,
,8,,,,,,,,0.5234375,,1.3895838260650635
,9,,,,,,,,0.4765625,,1.572446346282959
,10,,,,,,,,0.5390625,,1.4991953372955322
,11,,,,,,,,0.546875,,1.3252601623535156
,12,,,,,,,,0.53125,,1.4252257347106934
,13,,,,,,,,0.5859375,,1.2604787349700928
,14,,,,,,,,0.53125,,1.4119582176208496
,15,,,,,,,,0.4901960790157318,,1.2996292114257812
1,133,,,,,,,0.5311509966850281,,1.4059683084487915,
1,133,,,,,1.602312445640564,,,,,
2,149,,,,,,1.6265971660614014,,,,
2,199,,,,,,1.5297259092330933,,,,
,16,,,,,,,,0.4609375,,1.5938349962234497
,17,,,,,,,,0.4140625,,1.7428086996078491
,18,,,,,,,,0.4375,,1.7013671398162842
,19,,,,,,,,0.46875,,1.5346145629882812
,20,,,,,,,,0.421875,,1.546406865119934
,21,,,,,,,,0.375,,1.7257452011108398
,22,,,,,,,,0.4296875,,1.478851318359375
,23,,,,,,,,0.5490196347236633,,1.4395904541015625
2,200,,,,,,,0.43611404299736023,,1.6080713272094727,
2,200,,,,,1.5274842977523804,,,,,
3,249,,,,,,1.4722404479980469,,,,
,24,,,,,,,,0.5078125,,1.4085774421691895
,25,,,,,,,,0.421875,,1.6180014610290527
,26,,,,,,,,0.4609375,,1.690651297569275
,27,,,,,,,,0.5625,,1.354156732559204
,28,,,,,,,,0.453125,,1.4953407049179077
,29,,,,,,,,0.546875,,1.3744831085205078
,30,,,,,,,,0.4609375,,1.4720945358276367
,31,,,,,,,,0.5686274766921997,,1.4044578075408936
3,267,,,,,,,0.4920802414417267,,1.483136773109436,
3,267,,,,,1.4649322032928467,,,,,
4,299,,,,,,1.5313175916671753,,,,
,32,,,,,,,,0.5390625,,1.37102210521698
,33,,,,,,,,0.5078125,,1.4576129913330078
,34,,,,,,,,0.5546875,,1.4394006729125977
,35,,,,,,,,0.5859375,,1.2661359310150146
,36,,,,,,,,0.6171875,,1.2991080284118652
,37,,,,,,,,0.578125,,1.3153715133666992
,38,,,,,,,,0.6328125,,1.2353521585464478
,39,,,,,,,,0.6078431606292725,,1.2619134187698364
4,334,,,,,,,0.575501561164856,,1.3363357782363892,
4,334,,,,,1.4004294872283936,,,,,
5,349,,,,,,1.3399217128753662,,,,
5,399,,,,,,1.286642074584961,,,,
,40,,,,,,,,0.609375,,1.1780686378479004
,41,,,,,,,,0.5390625,,1.3808432817459106
,42,,,,,,,,0.6328125,,1.2296855449676514
,43,,,,,,,,0.640625,,1.163354754447937
,44,,,,,,,,0.6171875,,1.1846915483474731
,45,,,,,,,,0.65625,,1.146791696548462
,46,,,,,,,,0.609375,,1.1357300281524658
,47,,,,,,,,0.5686274766921997,,1.301302194595337
5,401,,,,,,,0.6124603748321533,,1.2080459594726562,
5,401,,,,,1.3516103029251099,,,,,
6,449,,,,,,1.5008286237716675,,,,
,48,,,,,,,,0.578125,,1.22406005859375
,49,,,,,,,,0.4921875,,1.4595086574554443
,50,,,,,,,,0.5703125,,1.3974894285202026
,51,,,,,,,,0.5546875,,1.2590738534927368
,52,,,,,,,,0.5625,,1.2772843837738037
,53,,,,,,,,0.5234375,,1.3044805526733398
,54,,,,,,,,0.59375,,1.117034912109375
,55,,,,,,,,0.529411792755127,,1.337484359741211
6,468,,,,,,,0.5522703528404236,,1.2937644720077515,
6,468,,,,,1.312873125076294,,,,,
7,499,,,,,,1.2416176795959473,,,,
,56,,,,,,,,0.625,,1.094902753829956
,57,,,,,,,,0.5546875,,1.2692985534667969
,58,,,,,,,,0.6171875,,1.2190568447113037
,59,,,,,,,,0.703125,,1.0223761796951294
,60,,,,,,,,0.6328125,,1.110842227935791
,61,,,,,,,,0.59375,,1.1132557392120361
,62,,,,,,,,0.71875,,0.9876564741134644
,63,,,,,,,,0.5490196347236633,,1.142040729522705
7,535,,,,,,,0.6304118037223816,,1.1181306838989258,
7,535,,,,,1.282761812210083,,,,,
