epoch,step,test_acc_epoch,test_acc_step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
5,401,,,,,1.3683737516403198,,,,,
6,449,,,,,,1.4938796758651733,,,,
,48,,,,,,,,0.6484375,,1.1372852325439453
,49,,,,,,,,0.5390625,,1.3488517999649048
,50,,,,,,,,0.6015625,,1.3285232782363892
,51,,,,,,,,0.65625,,1.1516672372817993
,52,,,,,,,,0.6796875,,1.162442684173584
,53,,,,,,,,0.59375,,1.170245885848999
,54,,,,,,,,0.640625,,1.0657099485397339
,55,,,,,,,,0.6078431606292725,,1.1419769525527954
6,468,,,,,,,0.6219640970230103,,1.1921074390411377,
6,468,,,,,1.3258976936340332,,,,,
7,499,,,,,,1.2610151767730713,,,,
,56,,,,,,,,0.6328125,,1.117624044418335
,57,,,,,,,,0.5546875,,1.380133867263794
,58,,,,,,,,0.5546875,,1.3434808254241943
,59,,,,,,,,0.640625,,1.1418507099151611
,60,,,,,,,,0.59375,,1.2692828178405762
,61,,,,,,,,0.609375,,1.189955472946167
,62,,,,,,,,0.6953125,,1.1130385398864746
,63,,,,,,,,0.5490196347236633,,1.205735683441162
7,535,,,,,,,0.60823655128479,,1.2213088274002075,
7,535,,,,,1.3007216453552246,,,,,
8,549,,,,,,1.2760212421417236,,,,
8,599,,,,,,1.4222015142440796,,,,
,64,,,,,,,,0.6171875,,1.1402270793914795
,65,,,,,,,,0.5625,,1.3152765035629272
,66,,,,,,,,0.578125,,1.2735300064086914
,67,,,,,,,,0.71875,,1.0279830694198608
,68,,,,,,,,0.6171875,,1.1332743167877197
,69,,,,,,,,0.640625,,1.0782150030136108
,70,,,,,,,,0.671875,,1.1290767192840576
,71,,,,,,,,0.6470588445663452,,1.1225051879882812
8,602,,,,,,,0.6304118037223816,,1.154950737953186,
8,602,,,,,1.2762292623519897,,,,,
9,649,,,,,,1.2354841232299805,,,,
,72,,,,,,,,0.7109375,,1.0141375064849854
,73,,,,,,,,0.6015625,,1.2430685758590698
,74,,,,,,,,0.640625,,1.1674546003341675
,75,,,,,,,,0.6953125,,1.033267855644226
,76,,,,,,,,0.625,,1.1173866987228394
,77,,,,,,,,0.6015625,,1.1392722129821777
,78,,,,,,,,0.734375,,1.0215024948120117
,79,,,,,,,,0.686274528503418,,1.0454429388046265
9,669,,,,,,,0.6599788665771484,,1.1019399166107178,
9,669,,,,,1.2383620738983154,,,,,
10,699,,,,,,1.2672185897827148,,,,
,80,,,,,,,,0.6640625,,1.0937970876693726
,81,,,,,,,,0.546875,,1.3959245681762695
,82,,,,,,,,0.6015625,,1.2556384801864624
,83,,,,,,,,0.6015625,,1.236694574356079
,84,,,,,,,,0.6015625,,1.2243285179138184
,85,,,,,,,,0.5703125,,1.2194609642028809
,86,,,,,,,,0.6484375,,1.1263041496276855
,87,,,,,,,,0.529411792755127,,1.2747927904129028
10,736,,,,,,,0.6008448004722595,,1.224592924118042,
10,736,,,,,1.2053571939468384,,,,,
11,749,,,,,,1.2574493885040283,,,,
11,799,,,,,,1.2159496545791626,,,,
,88,,,,,,,,0.5546875,,1.279008388519287
,89,,,,,,,,0.5234375,,1.4292292594909668
,90,,,,,,,,0.5078125,,1.5913652181625366
,91,,,,,,,,0.5234375,,1.2714178562164307
,92,,,,,,,,0.546875,,1.4396941661834717
,93,,,,,,,,0.515625,,1.369180679321289
,94,,,,,,,,0.546875,,1.1986253261566162
,95,,,,,,,,0.5686274766921997,,1.4914984703063965
11,803,,,,,,,0.5332629084587097,,1.374991774559021,
11,803,,,,,1.1892013549804688,,,,,
12,849,,,,,,1.1068276166915894,,,,
,96,,,,,,,,0.671875,,1.014983892440796
,97,,,,,,,,0.6484375,,1.2046033143997192
,98,,,,,,,,0.6796875,,1.1744580268859863
,99,,,,,,,,0.734375,,0.9606817960739136
,100,,,,,,,,0.6484375,,1.0872650146484375
,101,,,,,,,,0.65625,,1.1365265846252441
,102,,,,,,,,0.6796875,,0.9589979648590088
,103,,,,,,,,0.7254902124404907,,0.9832432866096497
12,870,,,,,,,0.6768743395805359,,1.071750283241272,
12,870,,,,,1.1789628267288208,,,,,
13,899,,,,,,1.0926494598388672,,,,
,104,,,,,,,,0.625,,1.1553585529327393
,105,,,,,,,,0.609375,,1.1867619752883911
,106,,,,,,,,0.6015625,,1.1483104228973389
,107,,,,,,,,0.78125,,0.9117171168327332
,108,,,,,,,,0.65625,,1.1120855808258057
,109,,,,,,,,0.6484375,,1.0760421752929688
,110,,,,,,,,0.7109375,,0.9795140624046326
,111,,,,,,,,0.6274510025978088,,1.205058217048645
13,937,,,,,,,0.6599788665771484,,1.0880582332611084,
13,937,,,,,1.1470904350280762,,,,,
14,949,,,,,,1.0137758255004883,,,,
14,999,,,,,,1.2501592636108398,,,,
,112,,,,,,,,0.6796875,,0.9584630727767944
,113,,,,,,,,0.6484375,,1.148699164390564
,114,,,,,,,,0.6484375,,1.181920051574707
,115,,,,,,,,0.7421875,,0.8962260484695435
,116,,,,,,,,0.640625,,1.075641393661499
,117,,,,,,,,0.65625,,1.0378985404968262
,118,,,,,,,,0.671875,,0.9359308481216431
,119,,,,,,,,0.7058823704719543,,1.0154447555541992
14,1004,,,,,,,0.671594500541687,,1.0325653553009033,
14,1004,,,,,1.123106598854065,,,,,
15,1049,,,,,,1.0891073942184448,,,,
,120,,,,,,,,0.671875,,1.0879541635513306
,121,,,,,,,,0.5625,,1.3625699281692505
,122,,,,,,,,0.578125,,1.31334388256073
,123,,,,,,,,0.625,,1.1708954572677612
,124,,,,,,,,0.6171875,,1.2449393272399902
,125,,,,,,,,0.5625,,1.1844825744628906
,126,,,,,,,,0.625,,1.1593412160873413
,127,,,,,,,,0.5882353186607361,,1.2106192111968994
15,1071,,,,,,,0.6050686240196228,,1.2172681093215942,
15,1071,,,,,1.0926933288574219,,,,,
16,1099,,,,,,1.152814269065857,,,,
,128,,,,,,,,0.4609375,,1.5785315036773682
,129,,,,,,,,0.484375,,1.6617366075515747
,130,,,,,,,,0.5390625,,1.7776074409484863
,131,,,,,,,,0.5625,,1.4510005712509155
,132,,,,,,,,0.5234375,,1.516709566116333
,133,,,,,,,,0.484375,,1.4412697553634644
,134,,,,,,,,0.5390625,,1.4553062915802002
,135,,,,,,,,0.47058823704719543,,1.7079395055770874
16,1138,,,,,,,0.5110876560211182,,1.5628528594970703,
16,1138,,,,,1.0734937191009521,,,,,
17,1149,,,,,,1.080080270767212,,,,
17,1199,,,,,,0.9352825284004211,,,,
,136,,,,,,,,0.609375,,1.0971888303756714
,137,,,,,,,,0.6015625,,1.2290880680084229
,138,,,,,,,,0.640625,,1.1347501277923584
,139,,,,,,,,0.6640625,,1.0437227487564087
,140,,,,,,,,0.640625,,1.154721736907959
,141,,,,,,,,0.640625,,1.2446677684783936
,142,,,,,,,,0.71875,,0.9833701848983765
,143,,,,,,,,0.5882353186607361,,1.1001577377319336
17,1205,,,,,,,0.6420274376869202,,1.1253530979156494,
17,1205,,,,,1.0493452548980713,,,,,
18,1249,,,,,,0.9963338375091553,,,,
,144,,,,,,,,0.609375,,1.1867152452468872
,145,,,,,,,,0.5703125,,1.3348594903945923
,146,,,,,,,,0.53125,,1.3748235702514648
,147,,,,,,,,0.5234375,,1.3450024127960205
,148,,,,,,,,0.546875,,1.3399269580841064
,149,,,,,,,,0.6171875,,1.1215441226959229
,150,,,,,,,,0.640625,,1.098773717880249
,151,,,,,,,,0.5490196347236633,,1.4091458320617676
18,1272,,,,,,,0.575501561164856,,1.265551209449768,
18,1272,,,,,1.0288459062576294,,,,,
19,1299,,,,,,1.0438168048858643,,,,
,152,,,,,,,,0.703125,,0.994522750377655
,153,,,,,,,,0.6328125,,1.116339921951294
,154,,,,,,,,0.6484375,,1.0515751838684082
,155,,,,,,,,0.7265625,,0.8500032424926758
,156,,,,,,,,0.640625,,1.064527153968811
,157,,,,,,,,0.6484375,,0.9801136255264282
,158,,,,,,,,0.75,,0.865612804889679
,159,,,,,,,,0.6274510025978088,,1.03737473487854
19,1339,,,,,,,0.6758183836936951,,0.9915639162063599,
19,1339,,,,,1.011881709098816,,,,,
20,1349,,,,,,0.9001044034957886,,,,
20,1399,,,,,,1.0019199848175049,,,,
,160,,,,,,,,0.4921875,,1.4079830646514893
,161,,,,,,,,0.515625,,1.5910474061965942
,162,,,,,,,,0.5390625,,1.598768949508667
,163,,,,,,,,0.59375,,1.3264060020446777
,164,,,,,,,,0.5078125,,1.4928309917449951
,165,,,,,,,,0.578125,,1.3061778545379639
,166,,,,,,,,0.546875,,1.4595149755477905
,167,,,,,,,,0.4901960790157318,,1.6815588474273682
20,1406,,,,,,,0.536430835723877,,1.4668941497802734,
20,1406,,,,,0.9837281107902527,,,,,
21,1449,,,,,,0.9098007678985596,,,,
,168,,,,,,,,0.6640625,,1.199728012084961
,169,,,,,,,,0.5703125,,1.356558084487915
,170,,,,,,,,0.5859375,,1.3593740463256836
,171,,,,,,,,0.6640625,,1.1295323371887207
,172,,,,,,,,0.625,,1.2634971141815186
,173,,,,,,,,0.609375,,1.172619342803955
,174,,,,,,,,0.625,,1.1571545600891113
,175,,,,,,,,0.7254902124404907,,1.0875824689865112
21,1473,,,,,,,0.6261879801750183,,1.226177453994751,
21,1473,,,,,0.9597516655921936,,,,,
22,1499,,,,,,0.819633960723877,,,,
,176,,,,,,,,0.5,,1.517836093902588
,177,,,,,,,,0.4609375,,1.6208453178405762
,178,,,,,,,,0.4375,,1.8061379194259644
,179,,,,,,,,0.484375,,1.560202717781067
,180,,,,,,,,0.46875,,1.5704405307769775
,181,,,,,,,,0.4921875,,1.4332613945007324
,182,,,,,,,,0.53125,,1.5351324081420898
,183,,,,,,,,0.3921568691730499,,2.1006369590759277
22,1540,,,,,,,0.47729673981666565,,1.6058565378189087,
22,1540,,,,,0.933894157409668,,,,,
23,1549,,,,,,0.8906869888305664,,,,
23,1599,,,,,,0.820592999458313,,,,
,184,,,,,,,,0.5859375,,1.4321258068084717
,185,,,,,,,,0.5234375,,1.6100167036056519
,186,,,,,,,,0.546875,,1.4798295497894287
,187,,,,,,,,0.546875,,1.413776159286499
,188,,,,,,,,0.5234375,,1.4054914712905884
,189,,,,,,,,0.5625,,1.4177703857421875
,190,,,,,,,,0.546875,,1.4505505561828613
,191,,,,,,,,0.3921568691730499,,1.8986996412277222
23,1607,,,,,,,0.5395987033843994,,1.4822148084640503,
23,1607,,,,,0.9072007536888123,,,,,
24,1649,,,,,,0.844326376914978,,,,
,192,,,,,,,,0.7109375,,0.9016421437263489
,193,,,,,,,,0.6640625,,1.2185938358306885
,194,,,,,,,,0.671875,,1.070138931274414
,195,,,,,,,,0.734375,,0.8839437365531921
,196,,,,,,,,0.671875,,1.0466465950012207
,197,,,,,,,,0.6875,,0.9451888203620911
,198,,,,,,,,0.7109375,,0.9906110763549805
,199,,,,,,,,0.686274528503418,,1.152052640914917
24,1674,,,,,,,0.6927138566970825,,1.0158612728118896,
24,1674,,,,,0.8827831149101257,,,,,
25,1699,,,,,,0.8215882182121277,,,,
,200,,,,,,,,0.6328125,,1.213594913482666
,201,,,,,,,,0.59375,,1.320387601852417
,202,,,,,,,,0.6015625,,1.238634467124939
,203,,,,,,,,0.625,,1.3022229671478271
,204,,,,,,,,0.578125,,1.3541942834854126
,205,,,,,,,,0.640625,,1.1205012798309326
,206,,,,,,,,0.5859375,,1.2588300704956055
,207,,,,,,,,0.4901960790157318,,1.7149370908737183
25,1741,,,,,,,0.6019007563591003,,1.2829276323318481,
25,1741,,,,,0.8584018349647522,,,,,
26,1749,,,,,,0.8553014397621155,,,,
26,1799,,,,,,0.8722916841506958,,,,
,208,,,,,,,,0.671875,,0.9904126524925232
,209,,,,,,,,0.6328125,,1.189781665802002
,210,,,,,,,,0.6640625,,1.2378613948822021
,211,,,,,,,,0.6875,,0.9830325841903687
,212,,,,,,,,0.640625,,1.1225097179412842
,213,,,,,,,,0.6875,,0.9703128337860107
,214,,,,,,,,0.703125,,0.9958031177520752
,215,,,,,,,,0.6274510025978088,,1.198608160018921
26,1808,,,,,,,0.667370617389679,,1.0768873691558838,
26,1808,,,,,0.8485347628593445,,,,,
27,1849,,,,,,0.878856897354126,,,,
,216,,,,,,,,0.6015625,,1.1770784854888916
,217,,,,,,,,0.5703125,,1.3132152557373047
,218,,,,,,,,0.625,,1.5352972745895386
,219,,,,,,,,0.671875,,1.151228427886963
,220,,,,,,,,0.5703125,,1.3306127786636353
,221,,,,,,,,0.625,,1.1042425632476807
,222,,,,,,,,0.6171875,,1.1720128059387207
,223,,,,,,,,0.6470588445663452,,1.2507871389389038
27,1875,,,,,,,0.6135163903236389,,1.2545957565307617,
27,1875,,,,,0.8128265142440796,,,,,
28,1899,,,,,,0.7636929750442505,,,,
,224,,,,,,,,0.625,,1.2066433429718018
,225,,,,,,,,0.609375,,1.322243332862854
,226,,,,,,,,0.59375,,1.411523461341858
,227,,,,,,,,0.59375,,1.2766375541687012
,228,,,,,,,,0.5703125,,1.4589219093322754
,229,,,,,,,,0.609375,,1.1757855415344238
,230,,,,,,,,0.71875,,1.0659570693969727
,231,,,,,,,,0.5882353186607361,,1.470243215560913
28,1942,,,,,,,0.6156283020973206,,1.284529685974121,
28,1942,,,,,0.7934041619300842,,,,,
29,1949,,,,,,0.7614190578460693,,,,
29,1999,,,,,,0.797875165939331,,,,
,232,,,,,,,,0.6328125,,1.2517153024673462
,233,,,,,,,,0.59375,,1.4586540460586548
,234,,,,,,,,0.5625,,1.839950680732727
,235,,,,,,,,0.6796875,,1.2781847715377808
,236,,,,,,,,0.546875,,1.6049882173538208
,237,,,,,,,,0.6953125,,1.2145801782608032
,238,,,,,,,,0.640625,,1.3617970943450928
,239,,,,,,,,0.5686274766921997,,1.5102739334106445
29,2009,,,,,,,0.618796169757843,,1.4343055486679077,
29,2009,,,,,0.7681297659873962,,,,,
,0,,0.8515625,,0.5417174696922302,,,,,,
,1,,0.78125,,0.7610148191452026,,,,,,
,2,,0.8359375,,0.62410968542099,,,,,,
,3,,0.8203125,,0.6826843023300171,,,,,,
,4,,0.84375,,0.47738856077194214,,,,,,
,5,,0.890625,,0.5377126932144165,,,,,,
,6,,0.859375,,0.4405384361743927,,,,,,
,7,,0.8671875,,0.5175735950469971,,,,,,
,8,,0.78125,,0.8148411512374878,,,,,,
,9,,0.046875,,4.206608295440674,,,,,,
,10,,0.03125,,4.3925275802612305,,,,,,
,11,,0.0859375,,3.842477321624756,,,,,,
,12,,0.7265625,,0.8635850548744202,,,,,,
,13,,0.7890625,,0.626642107963562,,,,,,
,14,,0.78125,,0.8098628520965576,,,,,,
,15,,0.6953125,,0.9214104413986206,,,,,,
,16,,0.5703125,,1.330238938331604,,,,,,
,17,,0.640625,,1.106393814086914,,,,,,
,18,,0.15625,,3.8611838817596436,,,,,,
,19,,0.125,,3.729828357696533,,,,,,
,20,,0.0390625,,4.589094638824463,,,,,,
,21,,0.328125,,2.2335262298583984,,,,,,
,22,,0.515625,,1.3397293090820312,,,,,,
,23,,0.515625,,1.4796855449676514,,,,,,
,24,,0.65625,,1.0326370000839233,,,,,,
,25,,0.875,,0.5335050821304321,,,,,,
,26,,0.859375,,0.5085989832878113,,,,,,
,27,,0.828125,,0.5246167182922363,,,,,,
,28,,0.8203125,,0.5778495669364929,,,,,,
,29,,0.8046875,,0.660503625869751,,,,,,
,30,,0.800000011920929,,0.9063078761100769,,,,,,
30,2010,0.6180891990661621,,1.4730576276779175,,,,,,,
