epoch,step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
0,49,,1.646723985671997,,,,
,0,,,,0.8984375,,1.4815164804458618
,1,,,,0.8984375,,1.6240805387496948
,2,,,,0.875,,1.574486494064331
,3,,,,0.90625,,1.4837632179260254
,4,,,,0.921875,,1.4888345003128052
,5,,,,0.90625,,1.41640305519104
,6,,,,0.921875,,1.393597960472107
,7,,,,0.9019607901573181,,1.5397775173187256
0,66,,,0.903907060623169,,1.4970982074737549,
0,66,1.816236138343811,,,,,
1,99,,1.5314879417419434,,,,
,8,,,,0.9140625,,1.3406277894973755
,9,,,,0.90625,,1.533691167831421
,10,,,,0.9140625,,1.453037977218628
,11,,,,0.9453125,,1.3021761178970337
,12,,,,0.9296875,,1.2705371379852295
,13,,,,0.9140625,,1.2468528747558594
,14,,,,0.921875,,1.2919647693634033
,15,,,,0.8627451062202454,,1.3096388578414917
1,133,,,0.9176346063613892,,1.3463244438171387,
1,133,1.6022337675094604,,,,,
2,149,,1.6382367610931396,,,,
2,199,,1.4738028049468994,,,,
,16,,,,0.9375,,1.2949656248092651
,17,,,,0.9296875,,1.512028455734253
,18,,,,0.8984375,,1.4946916103363037
,19,,,,0.9375,,1.223280429840088
,20,,,,0.9453125,,1.258280873298645
,21,,,,0.953125,,1.2028497457504272
,22,,,,0.9375,,1.2686901092529297
,23,,,,0.9411764740943909,,1.2024732828140259
2,200,,,0.9345300793647766,,1.315669298171997,
2,200,1.532774806022644,,,,,
3,249,,1.5887911319732666,,,,
,24,,,,0.9140625,,1.4215234518051147
,25,,,,0.9140625,,1.4738417863845825
,26,,,,0.8828125,,1.5406630039215088
,27,,,,0.9296875,,1.1958526372909546
,28,,,,0.9140625,,1.371250867843628
,29,,,,0.9140625,,1.305308222770691
,30,,,,0.9375,,1.346577763557434
,31,,,,0.9215686321258545,,1.234041690826416
3,267,,,0.9155226945877075,,1.3714661598205566,
3,267,1.4594751596450806,,,,,
4,299,,1.3381941318511963,,,,
,32,,,,0.9375,,1.420842170715332
,33,,,,0.90625,,1.463199257850647
,34,,,,0.921875,,1.3676683902740479
,35,,,,0.921875,,1.2529256343841553
,36,,,,0.921875,,1.474741816520691
,37,,,,0.8984375,,1.3994773626327515
,38,,,,0.9140625,,1.3226546049118042
,39,,,,0.9215686321258545,,1.2083531618118286
4,334,,,0.9176346063613892,,1.3763666152954102,
4,334,1.3995347023010254,,,,,
5,349,,1.4055863618850708,,,,
5,399,,1.307471513748169,,,,
,40,,,,0.921875,,1.275026559829712
,41,,,,0.90625,,1.401520013809204
,42,,,,0.921875,,1.481523036956787
,43,,,,0.9609375,,1.1187455654144287
,44,,,,0.921875,,1.2689532041549683
,45,,,,0.8984375,,1.2941761016845703
,46,,,,0.953125,,1.1915682554244995
,47,,,,0.9411764740943909,,1.2085267305374146
5,401,,,0.9271383285522461,,1.2858169078826904,
5,401,1.363170862197876,,,,,
6,449,,1.2957504987716675,,,,
,48,,,,0.9609375,,1.0340499877929688
,49,,,,0.921875,,1.2200229167938232
,50,,,,0.921875,,1.2170307636260986
,51,,,,0.9609375,,0.9515203237533569
,52,,,,0.9609375,,1.0738162994384766
,53,,,,0.953125,,1.0883227586746216
,54,,,,0.9609375,,1.055848240852356
,55,,,,0.9411764740943909,,1.0696368217468262
6,468,,,0.9482576847076416,,1.0903375148773193,
6,468,1.3199353218078613,,,,,
7,499,,1.3315105438232422,,,,
,56,,,,0.9453125,,1.038784146308899
,57,,,,0.9140625,,1.322035551071167
,58,,,,0.921875,,1.2258530855178833
,59,,,,0.96875,,1.0591709613800049
,60,,,,0.9453125,,1.125077486038208
,61,,,,0.953125,,1.1382704973220825
,62,,,,0.9375,,1.0545241832733154
,63,,,,0.9411764740943909,,1.1534802913665771
7,535,,,0.9408658742904663,,1.1385248899459839,
7,535,1.275981068611145,,,,,
8,549,,1.267024278640747,,,,
8,599,,1.1553959846496582,,,,
,64,,,,0.9453125,,1.1672269105911255
,65,,,,0.8671875,,1.3720033168792725
,66,,,,0.921875,,1.3093767166137695
,67,,,,0.953125,,1.1111891269683838
,68,,,,0.9375,,1.2209984064102173
,69,,,,0.953125,,1.0661684274673462
,70,,,,0.921875,,1.1451215744018555
,71,,,,0.9215686321258545,,1.3055717945098877
8,602,,,0.9281942844390869,,1.2046154737472534,
8,602,1.248587727546692,,,,,
9,649,,1.3660928010940552,,,,
,72,,,,0.9140625,,1.181026816368103
,73,,,,0.90625,,1.3655248880386353
,74,,,,0.9140625,,1.3419773578643799
,75,,,,0.921875,,1.2593255043029785
,76,,,,0.875,,1.4050244092941284
,77,,,,0.9296875,,1.1628862619400024
,78,,,,0.9140625,,1.0930722951889038
,79,,,,0.8627451062202454,,1.4314310550689697
9,669,,,0.908130943775177,,1.267723560333252,
9,669,1.2339801788330078,,,,,
10,699,,1.1983568668365479,,,,
,80,,,,0.9453125,,1.1171127557754517
,81,,,,0.921875,,1.3267624378204346
,82,,,,0.9140625,,1.2887938022613525
,83,,,,0.9609375,,1.1181776523590088
,84,,,,0.9375,,1.1627933979034424
,85,,,,0.9453125,,1.1896722316741943
,86,,,,0.9453125,,1.0476106405258179
,87,,,,0.9411764740943909,,1.1863898038864136
10,736,,,0.9387539625167847,,1.179117202758789,
10,736,1.2025707960128784,,,,,
11,749,,1.1626254320144653,,,,
11,799,,1.3189523220062256,,,,
,88,,,,0.9296875,,1.4233182668685913
,89,,,,0.9140625,,1.4782453775405884
,90,,,,0.9296875,,1.5818076133728027
,91,,,,0.9921875,,1.2413517236709595
,92,,,,0.9609375,,1.3099910020828247
,93,,,,0.9453125,,1.4096962213516235
,94,,,,0.9375,,1.395644187927246
,95,,,,0.9215686321258545,,1.5881083011627197
11,803,,,0.9429778456687927,,1.4155443906784058,
11,803,1.174830436706543,,,,,
12,849,,1.1892564296722412,,,,
