epoch,step,test_acc_epoch,test_acc_step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
0,49,,,,,,1.0283474922180176,,,,
,0,,,,,,,,0.8515625,,0.5345984697341919
,1,,,,,,,,0.7578125,,0.710033118724823
,2,,,,,,,,0.8046875,,0.6244044899940491
,3,,,,,,,,0.8828125,,0.49796247482299805
,4,,,,,,,,0.8203125,,0.6742249727249146
,5,,,,,,,,0.84375,,0.5133227705955505
,6,,,,,,,,0.859375,,0.5141645669937134
,7,,,,,,,,0.8039215803146362,,0.640221118927002
0,66,,,,,,,0.8299894332885742,,0.5844205617904663,
0,66,,,,,1.2075862884521484,,,,,
1,99,,,,,,0.7976304888725281,,,,
,8,,,,,,,,0.8359375,,0.5343788862228394
,9,,,,,,,,0.796875,,0.6072870492935181
,10,,,,,,,,0.8046875,,0.6051559448242188
,11,,,,,,,,0.84375,,0.49750691652297974
,12,,,,,,,,0.8203125,,0.559260368347168
,13,,,,,,,,0.859375,,0.4939315617084503
,14,,,,,,,,0.84375,,0.535925567150116
,15,,,,,,,,0.7843137383460999,,0.7242286801338196
1,133,,,,,,,0.8268215656280518,,0.5571454763412476,
1,133,,,,,0.8023868799209595,,,,,
2,149,,,,,,0.6684732437133789,,,,
2,199,,,,,,0.7048007249832153,,,,
,16,,,,,,,,0.8515625,,0.54427570104599
,17,,,,,,,,0.8203125,,0.6478347778320312
,18,,,,,,,,0.8125,,0.621364414691925
,19,,,,,,,,0.8671875,,0.49533990025520325
,20,,,,,,,,0.8203125,,0.6112654209136963
,21,,,,,,,,0.890625,,0.45306020975112915
,22,,,,,,,,0.8671875,,0.4994962811470032
,23,,,,,,,,0.8039215803146362,,0.5583255887031555
2,200,,,,,,,0.84477299451828,,0.5535079836845398,
2,200,,,,,0.6690738201141357,,,,,
3,249,,,,,,0.6168414354324341,,,,
,24,,,,,,,,0.8671875,,0.4403429627418518
,25,,,,,,,,0.78125,,0.631161630153656
,26,,,,,,,,0.8125,,0.6471151113510132
,27,,,,,,,,0.859375,,0.5233063101768494
,28,,,,,,,,0.8359375,,0.5884696245193481
,29,,,,,,,,0.8828125,,0.4385364353656769
,30,,,,,,,,0.8515625,,0.5026398301124573
,31,,,,,,,,0.8235294222831726,,0.6426931023597717
3,267,,,,,,,0.840549111366272,,0.5443913340568542,
3,267,,,,,0.6267164945602417,,,,,
4,299,,,,,,0.5980036854743958,,,,
,32,,,,,,,,0.8984375,,0.3990035951137543
,33,,,,,,,,0.8125,,0.6101753115653992
,34,,,,,,,,0.828125,,0.596494734287262
,35,,,,,,,,0.875,,0.4402712285518646
,36,,,,,,,,0.84375,,0.6169619560241699
,37,,,,,,,,0.8828125,,0.4453922510147095
,38,,,,,,,,0.8359375,,0.49762779474258423
,39,,,,,,,,0.843137264251709,,0.5382801294326782
4,334,,,,,,,0.8532207012176514,,0.5163789391517639,
4,334,,,,,0.5973317623138428,,,,,
5,349,,,,,,0.6371452212333679,,,,
5,399,,,,,,0.5885546207427979,,,,
,40,,,,,,,,0.8671875,,0.4115981459617615
,41,,,,,,,,0.828125,,0.6416343450546265
,42,,,,,,,,0.84375,,0.5889489650726318
,43,,,,,,,,0.8671875,,0.44348928332328796
,44,,,,,,,,0.8359375,,0.6048949956893921
