epoch,step,test_acc_epoch,test_acc_step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
0,49,,,,,,0.9623475074768066,,,,
,0,,,,,,,,0.8515625,,0.5905069708824158
,1,,,,,,,,0.7890625,,0.6035071611404419
,2,,,,,,,,0.7734375,,0.7266362905502319
,3,,,,,,,,0.859375,,0.5323082804679871
,4,,,,,,,,0.8125,,0.6247168183326721
,5,,,,,,,,0.8203125,,0.6035537123680115
,6,,,,,,,,0.796875,,0.5812324285507202
,7,,,,,,,,0.843137264251709,,0.5371063351631165
0,66,,,,,,,0.816261887550354,,0.6050554513931274,
0,66,,,,,1.1969419717788696,,,,,
1,99,,,,,,0.8169451951980591,,,,
,8,,,,,,,,0.875,,0.5100172758102417
,9,,,,,,,,0.765625,,0.6535412073135376
,10,,,,,,,,0.8359375,,0.6383596658706665
,11,,,,,,,,0.890625,,0.43525421619415283
,12,,,,,,,,0.8125,,0.5900431275367737
,13,,,,,,,,0.84375,,0.5360445380210876
,14,,,,,,,,0.84375,,0.5539284348487854
,15,,,,,,,,0.843137264251709,,0.5483777523040771
1,133,,,,,,,0.8384371995925903,,0.5589940547943115,
1,133,,,,,0.7981382012367249,,,,,
2,149,,,,,,0.6421231031417847,,,,
2,199,,,,,,0.7234727144241333,,,,
,16,,,,,,,,0.84375,,0.5374475121498108
,17,,,,,,,,0.8125,,0.6773094534873962
,18,,,,,,,,0.828125,,0.6243814826011658
,19,,,,,,,,0.890625,,0.43959665298461914
,20,,,,,,,,0.7890625,,0.5788410902023315
,21,,,,,,,,0.890625,,0.4314623475074768
,22,,,,,,,,0.859375,,0.46699270606040955
,23,,,,,,,,0.843137264251709,,0.4908466339111328
2,200,,,,,,,0.84477299451828,,0.5341131687164307,
2,200,,,,,0.6588823795318604,,,,,
3,249,,,,,,0.586992621421814,,,,
,24,,,,,,,,0.8828125,,0.4861806333065033
,25,,,,,,,,0.8125,,0.6908628940582275
,26,,,,,,,,0.8359375,,0.673109769821167
,27,,,,,,,,0.9140625,,0.4192143678665161
,28,,,,,,,,0.8203125,,0.6115142107009888
,29,,,,,,,,0.8515625,,0.542593777179718
,30,,,,,,,,0.84375,,0.5415971279144287
,31,,,,,,,,0.8039215803146362,,0.6951798796653748
3,267,,,,,,,0.8489968180656433,,0.5733721852302551,
3,267,,,,,0.6165902614593506,,,,,
4,299,,,,,,0.5584953427314758,,,,
,32,,,,,,,,0.8671875,,0.44483470916748047
,33,,,,,,,,0.8046875,,0.6189250349998474
,34,,,,,,,,0.8203125,,0.6806017756462097
,35,,,,,,,,0.8984375,,0.4153348207473755
,36,,,,,,,,0.8671875,,0.5307449698448181
,37,,,,,,,,0.8828125,,0.45087721943855286
,38,,,,,,,,0.8671875,,0.5036510229110718
,39,,,,,,,,0.8627451062202454,,0.611872673034668
4,334,,,,,,,0.8585005402565002,,0.5256195068359375,
4,334,,,,,0.5905566811561584,,,,,
5,349,,,,,,0.5648675560951233,,,,
5,399,,,,,,0.5887538194656372,,,,
,40,,,,,,,,0.8671875,,0.43913623690605164
,41,,,,,,,,0.8125,,0.6551521420478821
,42,,,,,,,,0.8046875,,0.6311578750610352
,43,,,,,,,,0.859375,,0.4963532090187073
,44,,,,,,,,0.8515625,,0.5824224948883057
,45,,,,,,,,0.8671875,,0.5467374324798584
,46,,,,,,,,0.859375,,0.5325549840927124
,47,,,,,,,,0.8235294222831726,,0.5935339331626892
5,401,,,,,,,0.84477299451828,,0.5568743944168091,
5,401,,,,,0.5792656540870667,,,,,
6,449,,,,,,0.5512147545814514,,,,
,48,,,,,,,,0.8515625,,0.4819335341453552
,49,,,,,,,,0.8203125,,0.6062824726104736
,50,,,,,,,,0.796875,,0.7097172737121582
,51,,,,,,,,0.890625,,0.4204707741737366
,52,,,,,,,,0.8359375,,0.5619933009147644
,53,,,,,,,,0.828125,,0.5340833067893982
,54,,,,,,,,0.8203125,,0.5679395794868469
,55,,,,,,,,0.8235294222831726,,0.6128891110420227
6,468,,,,,,,0.8342133164405823,,0.5577688813209534,
6,468,,,,,0.5717889070510864,,,,,
7,499,,,,,,0.54228675365448,,,,
,56,,,,,,,,0.8125,,0.6244720220565796
,57,,,,,,,,0.8046875,,0.6160709261894226
,58,,,,,,,,0.8046875,,0.6903688907623291
,59,,,,,,,,0.8828125,,0.5018286108970642
,60,,,,,,,,0.84375,,0.538479208946228
,61,,,,,,,,0.8359375,,0.6028019189834595
,62,,,,,,,,0.8203125,,0.654461145401001
,63,,,,,,,,0.7843137383460999,,0.7457801103591919
7,535,,,,,,,0.8268215656280518,,0.6117006540298462,
7,535,,,,,0.567249596118927,,,,,
8,549,,,,,,0.558712899684906,,,,
8,599,,,,,,0.5970898866653442,,,,
,64,,,,,,,,0.8359375,,0.5151548981666565
,65,,,,,,,,0.78125,,0.7084330916404724
,66,,,,,,,,0.7734375,,0.7806202173233032
,67,,,,,,,,0.8984375,,0.4410374164581299
,68,,,,,,,,0.84375,,0.5894057750701904
,69,,,,,,,,0.8671875,,0.45948219299316406
,70,,,,,,,,0.828125,,0.5131466388702393
,71,,,,,,,,0.8235294222831726,,0.6630390882492065
8,602,,,,,,,0.8321013450622559,,0.5773462653160095,
8,602,,,,,0.571551501750946,,,,,
9,649,,,,,,0.5414639711380005,,,,
,72,,,,,,,,0.859375,,0.536092221736908
,73,,,,,,,,0.828125,,0.5793889164924622
,74,,,,,,,,0.765625,,0.7603379487991333
,75,,,,,,,,0.8984375,,0.4224641025066376
,76,,,,,,,,0.8671875,,0.5734080672264099
,77,,,,,,,,0.8671875,,0.5112426280975342
,78,,,,,,,,0.84375,,0.5721030831336975
,79,,,,,,,,0.843137264251709,,0.586705207824707
9,669,,,,,,,0.8468849062919617,,0.5661739110946655,
9,669,,,,,0.5685185790061951,,,,,
10,699,,,,,,0.5752003192901611,,,,
,80,,,,,,,,0.859375,,0.5311108231544495
,81,,,,,,,,0.8046875,,0.677781343460083
,82,,,,,,,,0.7578125,,0.7900466918945312
,83,,,,,,,,0.890625,,0.42644548416137695
,84,,,,,,,,0.828125,,0.6440112590789795
,85,,,,,,,,0.859375,,0.5562779903411865
,86,,,,,,,,0.8125,,0.6276136636734009
,87,,,,,,,,0.8627451062202454,,0.539730429649353
10,736,,,,,,,0.8321013450622559,,0.6039566993713379,
10,736,,,,,0.5665495991706848,,,,,
11,749,,,,,,0.5385673642158508,,,,
11,799,,,,,,0.5747206211090088,,,,
,88,,,,,,,,0.8671875,,0.47489428520202637
,89,,,,,,,,0.8046875,,0.6846174597740173
,90,,,,,,,,0.8359375,,0.5698087215423584
,91,,,,,,,,0.90625,,0.44520196318626404
,92,,,,,,,,0.8515625,,0.5661045908927917
,93,,,,,,,,0.8203125,,0.5656111836433411
,94,,,,,,,,0.84375,,0.5848518013954163
,95,,,,,,,,0.9215686321258545,,0.41954895853996277
11,803,,,,,,,0.8511087894439697,,0.5485284924507141,
11,803,,,,,0.5655760765075684,,,,,
12,849,,,,,,0.5410801768302917,,,,
,96,,,,,,,,0.875,,0.4695010483264923
,97,,,,,,,,0.828125,,0.6827747225761414
,98,,,,,,,,0.8125,,0.6796984076499939
,99,,,,,,,,0.890625,,0.45395228266716003
,100,,,,,,,,0.8671875,,0.5525019764900208
,101,,,,,,,,0.8515625,,0.5038539171218872
,102,,,,,,,,0.8125,,0.7223193645477295
,103,,,,,,,,0.8235294222831726,,0.5536271929740906
12,870,,,,,,,0.8468849062919617,,0.5792016983032227,
12,870,,,,,0.5597531795501709,,,,,
13,899,,,,,,0.5913121700286865,,,,
,104,,,,,,,,0.84375,,0.5109824538230896
,105,,,,,,,,0.8203125,,0.6754250526428223
,106,,,,,,,,0.8125,,0.6728042960166931
,107,,,,,,,,0.890625,,0.4570730924606323
,108,,,,,,,,0.8515625,,0.5145376324653625
,109,,,,,,,,0.875,,0.5331054329872131
,110,,,,,,,,0.84375,,0.5966938734054565
,111,,,,,,,,0.843137264251709,,0.5370798110961914
13,937,,,,,,,0.8479408621788025,,0.5642562508583069,
13,937,,,,,0.5523566007614136,,,,,
14,949,,,,,,0.5883427262306213,,,,
14,999,,,,,,0.6278968453407288,,,,
,112,,,,,,,,0.8671875,,0.47231894731521606
,113,,,,,,,,0.7734375,,0.6496253609657288
,114,,,,,,,,0.828125,,0.6043752431869507
,115,,,,,,,,0.90625,,0.4516241252422333
,116,,,,,,,,0.8515625,,0.5288675427436829
,117,,,,,,,,0.84375,,0.4723230004310608
,118,,,,,,,,0.8515625,,0.6305509209632874
,119,,,,,,,,0.8627451062202454,,0.48466604948043823
14,1004,,,,,,,0.8468849062919617,,0.5410323739051819,
14,1004,,,,,0.5537177920341492,,,,,
,0,,0.9609375,,0.21533985435962677,,,,,,
,1,,0.859375,,0.5128242373466492,,,,,,
,2,,0.9140625,,0.33003005385398865,,,,,,
,3,,0.8671875,,0.48410114645957947,,,,,,
